Name,Geometry,L* (D65/10),a* (D65/10),b* (D65/10),r,g,b
PEN_PW_RLk_NG_3,45as25,54.99769196,23.1822316,15.01324225,178,116,107
PEN_PW_RLk_NG_3,45as45,53.60123402,23.68366181,15.18522952,174,112,103
PEN_PW_RLk_NG_3,45as75,54.47178101,23.13796958,14.89826044,176,115,106
PEN_PW_RLk_NG_3,45as110,57.84896791,21.94390585,13.94141163,183,124,116
PEN_PW_RL+CC_EB+CC_2,15as-45,74.97923138,15.15823742,6.447099242,217,175,173
PEN_PW_RL+CC_EB+CC_2,15as-30,74.85995701,15.41964419,6.289705268,217,174,173
PEN_PW_RL+CC_EB+CC_2,15as-15,74.05399698,15.68771673,6.403567504,215,172,171
PEN_PW_RL+CC_EB+CC_2,15as15,74.67031622,15.79736074,6.662133717,217,173,172
PEN_PW_RL+CC_EB+CC_2,15as45,74.13646737,16.1074928,6.735509728,216,172,171
PEN_PW_RL+CC_EB+CC_2,15as80,74.22145407,15.87039657,6.756771614,216,172,171
PEN_PW_RL+CC_EB+CC_2,45as-15,82.8945923,12.81708338,5.221700479,235,198,197
PEN_PW_RL+CC_EB+CC_2,45as15,76.75931994,14.15762133,5.696005827,220,180,179
PEN_PW_RL+CC_EB+CC_2,45as25,75.39134607,14.74222797,5.943878219,217,176,175
PEN_PW_RL+CC_EB+CC_2,45as45,73.84589444,15.20344961,5.972882119,213,172,171
PEN_PW_RL+CC_EB+CC_2,45as75,73.31783238,15.21372631,6.108699824,212,170,169
PEN_PW_RL+CC_EB+CC_2,45as110,74.56812848,14.81014737,5.899467026,215,174,173
PEN_PW_RLk_NG_2,15as-45,56.49571966,24.28498117,15.78464921,184,119,109
PEN_PW_RLk_NG_2,15as-30,55.43432893,25.01237499,16.31601324,182,116,106
PEN_PW_RLk_NG_2,15as-15,54.22664944,25.29526264,16.33265748,179,112,103
PEN_PW_RLk_NG_2,15as15,54.49531202,25.11215577,16.449598,179,113,103
PEN_PW_RLk_NG_2,15as45,54.91005478,25.42124672,16.81504522,181,114,104
PEN_PW_RLk_NG_2,15as80,56.4456737,24.70058623,16.23756978,184,118,108
PEN_PW_RLk_NG_2,45as-15,63.95044703,21.80185814,14.17449194,200,140,131
PEN_PW_RLk_NG_2,45as15,57.32994847,23.8535171,15.64535392,185,121,112
PEN_PW_RLk_NG_2,45as25,55.8847245,24.41062431,16.02303777,182,117,107
PEN_PW_RLk_NG_2,45as45,54.40443602,24.89554735,16.07480529,179,113,104
PEN_PW_RLk_NG_2,45as75,55.50123686,24.55411282,16.02169345,181,116,106
PEN_PW_RLk_NG_2,45as110,59.23012305,23.77225185,15.26106211,190,126,117
PEN_PW_ROz_NG_3,15as-45,33.94461849,15.78496066,11.65846993,109,70,62
PEN_PW_ROz_NG_3,15as-30,33.65219557,15.891389,11.78960145,109,69,61
PEN_PW_ROz_NG_3,15as-15,33.67589602,15.95831481,11.83364041,109,69,61
PEN_PW_ROz_NG_3,15as15,35.01911378,17.09130491,13.60099008,114,71,62
PEN_PW_ROz_NG_3,15as45,34.03861482,18.29064325,14.93037534,114,68,57
PEN_PW_ROz_NG_3,15as80,32.476498,17.96768984,13.85410705,109,65,55
PEN_PW_ROz_NG_3,45as-15,47.76879911,10.32380011,9.484216108,136,107,98
PEN_PW_ROz_NG_3,45as15,39.41679437,12.50737915,10.68122798,118,85,76
PEN_PW_ROz_NG_3,45as25,37.11825604,13.72440066,11.5068037,114,79,69
PEN_PW_ROz_NG_3,45as45,35.18734413,15.17093723,12.6745236,112,73,63
PEN_PW_ROz_NG_3,45as75,36.81262188,17.08746317,14.89629426,119,76,64
PEN_PW_ROz_NG_3,45as110,38.41010244,17.98537502,15.4844166,125,79,66
PEN_PW_YO+EB_NG_1,15as-45,62.45694188,10.83523911,39.55169086,190,142,80
PEN_PW_YO+EB_NG_1,15as-30,62.2532884,10.74669969,40.23272593,189,142,79
PEN_PW_YO+EB_NG_1,15as-15,61.35198453,11.09037687,39.77610554,187,139,77
PEN_PW_YO+EB_NG_1,15as15,61.18902933,10.4748609,40.66587466,186,139,75
PEN_PW_YO+EB_NG_1,15as45,60.30514478,10.84591803,42.63919394,184,137,69
PEN_PW_YO+EB_NG_1,15as80,60.35650362,11.20644428,43.25875982,185,137,68
PEN_PW_YO+EB_NG_1,45as-15,73.76218311,9.036212104,31.08971357,216,174,125
PEN_PW_YO+EB_NG_1,45as15,65.77530796,9.823891905,36.9042382,197,152,94
PEN_PW_YO+EB_NG_1,45as25,63.59997977,10.13027714,38.33720976,191,146,85
PEN_PW_YO+EB_NG_1,45as45,60.76474804,10.64360378,40.58559159,185,138,74
PEN_PW_YO+EB_NG_1,45as75,59.64340677,10.54909769,42.04530492,182,135,69
PEN_PW_YO+EB_NG_1,45as110,60.66756197,10.6071898,42.04864816,185,138,71
PEN_PW_RO_PB_3,15as-45,39.31753824,15.3650438,7.632760704,121,83,81
PEN_PW_RO_PB_3,15as-30,40.8023646,15.1049955,7.33689615,124,87,85
PEN_PW_RO_PB_3,15as-15,42.95639429,14.35061111,6.902616015,128,93,91
PEN_PW_RO_PB_3,15as15,43.47724939,15.6394708,7.989250504,132,93,90
PEN_PW_RO_PB_3,15as45,39.43360331,18.36621736,9.94161579,126,81,78
PEN_PW_RO_PB_3,15as80,36.63481153,19.08927994,10.10912578,120,74,71
PEN_PW_RO_PB_3,45as-15,61.05153736,8.3759833,4.890451711,166,142,139
PEN_PW_RO_PB_3,45as15,49.35138934,11.45888899,6.67325637,141,110,106
PEN_PW_RO_PB_3,45as25,45.36314197,13.05951085,7.67465983,133,99,95
PEN_PW_RO_PB_3,45as45,40.16826671,15.78806643,9.441389846,124,85,80
PEN_PW_RO_PB_3,45as75,40.13073202,17.78750669,11.90621504,128,83,76
PEN_PW_RO_PB_3,45as110,40.87436469,18.90488473,12.51080605,132,84,77
PEN_PW_RO_NG_3,15as-45,36.31237431,15.23245958,7.547267936,113,76,74
PEN_PW_RO_NG_3,15as-30,36.36933708,15.28142137,7.472515861,113,76,74
PEN_PW_RO_NG_3,15as-15,36.66471045,15.09147311,7.389272889,113,77,75
PEN_PW_RO_NG_3,15as15,37.08415489,16.85439745,8.975664307,118,77,74
PEN_PW_RO_NG_3,15as45,34.25429804,19.28459915,10.75670884,114,68,64
PEN_PW_RO_NG_3,15as80,32.37344465,19.28731351,10.34855154,109,64,61
PEN_PW_RO_NG_3,45as-15,53.99313805,8.909384915,4.759008476,148,124,121
PEN_PW_RO_NG_3,45as15,41.84276617,12.27629988,6.327597062,122,91,89
PEN_PW_RO_NG_3,45as25,38.65579015,13.82610496,7.212750926,117,83,80
PEN_PW_RO_NG_3,45as45,34.7640212,16.32135086,8.890554018,111,72,68
PEN_PW_RO_NG_3,45as75,34.35431613,19.65440436,11.54590004,115,68,63
PEN_PW_RO_NG_3,45as110,36.26365973,20.85201414,12.36567159,122,72,66
PEN_PW_RO_MC_1,15as-45,61.16498448,12.57452022,6.509127669,174,140,137
PEN_PW_RO_MC_1,15as-30,59.68304366,12.89870384,6.553228505,171,136,133
PEN_PW_RO_MC_1,15as-15,58.2376297,13.10721392,6.770866673,167,132,129
PEN_PW_RO_MC_1,15as15,57.78498473,13.18067781,6.969892033,166,130,127
PEN_PW_RO_MC_1,15as45,58.00639276,13.21861629,6.910808326,167,131,128
PEN_PW_RO_MC_1,15as80,58.38180028,12.49561176,6.44410674,166,132,130
PEN_PW_RO_MC_1,45as-15,67.80649318,10.31342689,4.620144219,187,159,157
PEN_PW_RO_MC_1,45as15,59.7428991,11.61728612,5.641122668,168,137,134
PEN_PW_RO_MC_1,45as25,58.44342598,12.08669056,5.860987954,165,133,131
PEN_PW_RO_MC_1,45as45,56.86923122,12.48929433,5.909715907,162,129,127
PEN_PW_RO_MC_1,45as75,58.15110221,12.12197051,5.951489611,165,132,130
PEN_PW_RO_MC_1,45as110,61.14132378,11.3642076,5.561749736,171,140,138
PEN_PW_RO_CC_2,15as-45,36.45869256,13.97284136,6.693644873,111,77,76
PEN_PW_RO_CC_2,15as-30,36.72382031,13.93252506,6.612305982,112,78,76
PEN_PW_RO_CC_2,15as-15,37.37777331,13.65296182,6.60179127,113,80,78
PEN_PW_RO_CC_2,15as15,37.40410638,15.36923453,8.080337064,116,79,76
PEN_PW_RO_CC_2,15as45,33.33581847,18.33986713,10.12939869,110,67,63
PEN_PW_RO_CC_2,15as80,31.05203997,18.75561521,10.00720239,105,61,58
PEN_PW_RO_CC_2,45as-15,58.35830606,7.254377818,4.013223845,156,136,134
PEN_PW_RO_CC_2,45as15,44.21542608,10.67343462,5.652171923,126,98,96
PEN_PW_RO_CC_2,45as25,40.31552923,12.27254369,6.632968585,118,88,85
PEN_PW_RO_CC_2,45as45,35.47237513,14.89350431,8.465727929,111,74,71
PEN_PW_RO_CC_2,45as75,34.05142204,18.38783388,11.31864298,113,68,63
PEN_PW_RO_CC_2,45as110,35.61879215,19.57055861,12.15430854,119,71,65
PEN_PW_RO_PB_2,15as-45,39.89660227,14.61527599,7.07665345,121,85,83
PEN_PW_RO_PB_2,15as-30,41.47584254,14.12036579,6.63176633,124,89,88
PEN_PW_RO_PB_2,15as-15,45.45433553,13.59985642,6.413916518,134,99,97
PEN_PW_RO_PB_2,15as15,42.42565315,14.68773009,7.415698076,128,91,89
PEN_PW_RO_PB_2,15as45,37.47155023,18.21465504,9.700704175,121,77,73
PEN_PW_RO_PB_2,15as80,34.07999419,18.88701174,9.972566079,113,68,65
PEN_PW_RO_PB_2,45as-15,64.52046502,7.019429726,4.466472862,172,152,149
PEN_PW_RO_PB_2,45as15,48.94767624,9.861618759,6.149278122,137,110,106
PEN_PW_RO_PB_2,45as25,46.17001377,11.80679641,7.188503571,133,102,98
PEN_PW_RO_PB_2,45as45,40.69896424,14.32032574,9.042091213,123,87,82
PEN_PW_RO_PB_2,45as75,39.31911087,16.84562122,11.14986063,124,82,75
PEN_PW_RO_PB_2,45as110,40.04012005,17.67736989,11.92477755,128,83,76
PEN_PW_RO_NG_1,15as-45,54.83304658,14.65596709,7.660767941,161,122,119
PEN_PW_RO_NG_1,15as-30,56.70692463,13.85029307,6.986321302,164,127,124
PEN_PW_RO_NG_1,15as-15,57.9638002,13.19117032,6.572662537,166,131,128
PEN_PW_RO_NG_1,15as15,57.82544805,13.51758808,6.92705364,167,130,127
PEN_PW_RO_NG_1,15as45,54.37501951,15.17536504,7.974341769,161,120,117
PEN_PW_RO_NG_1,15as80,50.95397415,16.57240835,8.911963285,154,111,107
PEN_PW_RO_NG_1,45as-15,69.49268026,10.11693097,4.519845499,192,163,162
PEN_PW_RO_NG_1,45as15,58.89541332,12.07685938,5.432724498,166,134,133
PEN_PW_RO_NG_1,45as25,56.40975767,13.02037553,6.016123778,162,127,125
PEN_PW_RO_NG_1,45as45,52.88292916,14.3124988,6.724451122,155,117,115
PEN_PW_RO_NG_1,45as75,51.141629,15.97714857,8.08793891,153,112,109
PEN_PW_RO_NG_1,45as110,50.03478056,17.83088348,9.450915082,154,108,104
PEN_PW_RO_MC_3,15as-45,41.20121723,14.88579351,7.42805289,125,88,86
PEN_PW_RO_MC_3,15as-30,40.01778031,15.32032583,7.620974921,122,85,83
PEN_PW_RO_MC_3,15as-15,39.22577006,15.5334995,7.815483114,121,83,80
PEN_PW_RO_MC_3,15as15,39.77099963,16.58644863,8.79498117,124,83,80
PEN_PW_RO_MC_3,15as45,39.02366821,17.55971272,9.500324183,124,81,77
PEN_PW_RO_MC_3,15as80,39.89844674,16.99821519,8.831604623,125,83,80
PEN_PW_RO_MC_3,45as-15,54.25513856,10.68708051,5.640500773,152,123,120
PEN_PW_RO_MC_3,45as15,44.40459204,13.42577217,7.005754988,131,97,94
PEN_PW_RO_MC_3,45as25,42.0022227,14.40562677,7.542588246,126,90,87
PEN_PW_RO_MC_3,45as45,39.40653025,15.76769057,8.350489465,122,83,80
PEN_PW_RO_MC_3,45as75,39.78749393,17.18610778,9.493476779,125,83,79
PEN_PW_RO_MC_3,45as110,42.85042615,17.56986463,9.555961323,134,90,86
PEN_PW_RO_NG_2,15as-45,37.96694505,15.43789672,7.900157684,117,80,77
PEN_PW_RO_NG_2,15as-30,38.40014893,15.35261826,7.723550546,118,81,79
PEN_PW_RO_NG_2,15as-15,39.1256614,14.91474607,7.434043241,120,83,81
PEN_PW_RO_NG_2,15as15,39.3959801,16.45683869,8.86248401,123,83,79
PEN_PW_RO_NG_2,15as45,36.15913414,19.12886255,10.85047227,119,73,69
PEN_PW_RO_NG_2,15as80,34.3467949,19.31401031,10.61120922,114,68,65
PEN_PW_RO_NG_2,45as-15,56.33268847,9.284650194,5.407324024,155,129,126
PEN_PW_RO_NG_2,45as15,44.94730783,12.37892001,7.072679877,131,99,95
PEN_PW_RO_NG_2,45as25,41.36878804,13.9209222,7.897856097,124,89,85
PEN_PW_RO_NG_2,45as45,36.81255623,16.53816544,9.549525573,117,76,72
PEN_PW_RO_NG_2,45as75,36.33955649,19.75149654,12.46205172,121,73,66
PEN_PW_RO_NG_2,45as110,37.90418757,21.24294629,13.41734668,127,75,69
PEN_PW_RO_CC_1,15as-45,37.74570427,13.41238695,6.472680604,113,81,79
PEN_PW_RO_CC_1,15as-30,37.47011831,13.66298641,6.488986143,113,80,78
PEN_PW_RO_CC_1,15as-15,37.43814717,13.74888063,6.609793651,113,80,78
PEN_PW_RO_CC_1,15as15,37.84165851,15.28134903,7.992621781,117,80,77
PEN_PW_RO_CC_1,15as45,36.69069199,16.64739768,9.220182089,116,76,72
PEN_PW_RO_CC_1,15as80,34.19770701,16.47795633,8.798272066,110,70,67
PEN_PW_RO_CC_1,45as-15,56.18116962,7.653053773,4.105572344,151,130,128
PEN_PW_RO_CC_1,45as15,42.68150286,11.43232365,5.643781211,123,94,92
PEN_PW_RO_CC_1,45as25,39.54293845,12.73618896,6.45364307,117,85,83
PEN_PW_RO_CC_1,45as45,35.60034257,15.04213848,7.892540438,111,75,72
PEN_PW_RO_CC_1,45as75,36.42115474,17.16463137,10.24455281,117,75,70
PEN_PW_RO_CC_1,45as110,37.28939226,17.99769604,10.72476619,120,76,71
PEN_PW_ROz_NG_2,15as-45,34.50891478,16.18719401,11.60568024,111,71,63
PEN_PW_ROz_NG_2,15as-30,34.30508634,16.37091214,11.80639819,111,70,63
PEN_PW_ROz_NG_2,15as-15,34.02830373,16.50318476,11.94623101,110,70,62
PEN_PW_ROz_NG_2,15as15,34.91776574,17.69325418,13.85819846,115,71,61
PEN_PW_ROz_NG_2,15as45,33.77637096,19.04093,15.32328346,114,67,56
PEN_PW_ROz_NG_2,15as80,32.31494342,19.10722837,14.55338168,110,64,54
PEN_PW_ROz_NG_2,45as-15,48.55655327,10.23528734,9.118250762,138,109,100
PEN_PW_ROz_NG_2,45as15,39.8322484,12.83625213,10.56434792,120,86,77
PEN_PW_ROz_NG_2,45as25,37.51397337,14.06102397,11.37914637,116,79,71
PEN_PW_ROz_NG_2,45as45,35.42585847,15.51372845,12.52836015,113,74,64
PEN_PW_ROz_NG_2,45as75,36.40351489,17.44076262,14.82736585,119,74,63
PEN_PW_ROz_NG_2,45as110,38.55372897,18.35286946,15.48872464,126,79,67
PEN_PW_ROz_NG_1,15as-45,41.96048612,18.44017339,14.54319397,135,87,76
PEN_PW_ROz_NG_1,15as-30,42.46962155,18.28160339,14.59037926,136,88,77
PEN_PW_ROz_NG_1,15as-15,42.48247371,18.0952103,14.50711461,136,88,77
PEN_PW_ROz_NG_1,15as15,42.89788168,18.80668903,15.8521799,138,89,76
PEN_PW_ROz_NG_1,15as45,41.10220532,20.3976786,17.45325843,136,83,69
PEN_PW_ROz_NG_1,15as80,38.77071976,20.73635609,16.95639078,130,78,65
PEN_PW_ROz_NG_1,45as-15,59.03117754,11.8181216,10.98302113,170,134,123
PEN_PW_ROz_NG_1,45as15,50.45827043,14.45147654,12.6999949,151,111,99
PEN_PW_ROz_NG_1,45as25,46.53005908,15.40930855,13.56882235,142,100,88
PEN_PW_ROz_NG_1,45as45,44.31840803,16.81071755,14.8100704,139,94,81
PEN_PW_ROz_NG_1,45as75,43.52606735,18.24937214,16.39316002,140,91,77
PEN_PW_ROz_NG_1,45as110,44.04685416,18.79460626,16.54811038,142,92,78
PEN_PW_RO_PB_1,15as-45,40.93845316,14.8249712,7.186104829,124,87,85
PEN_PW_RO_PB_1,15as-30,42.2110541,14.2481557,6.753005259,126,91,89
PEN_PW_RO_PB_1,15as-15,44.97101816,13.70866967,6.486841563,132,98,96
PEN_PW_RO_PB_1,15as15,42.37830219,14.96085312,7.596653478,128,91,88
PEN_PW_RO_PB_1,15as45,38.13052057,17.84913908,9.472011265,122,79,75
PEN_PW_RO_PB_1,15as80,34.567357,18.38736202,9.557939638,113,70,67
PEN_PW_RO_PB_1,45as-15,63.29242924,7.816025918,4.133440803,170,148,146
PEN_PW_RO_PB_1,45as15,47.41426887,10.84109147,6.103884892,134,106,103
PEN_PW_RO_PB_1,45as25,44.4152765,12.64843924,7.157118713,130,97,94
PEN_PW_RO_PB_1,45as45,38.89920224,15.30324113,8.998677714,120,82,78
PEN_PW_RO_PB_1,45as75,38.97067752,16.92301291,10.81398785,123,81,75
PEN_PW_RO_PB_1,45as110,39.89208814,17.31672326,11.4230403,127,83,76
PEN_PW_RO_CC_3,15as-45,38.54041865,13.36015321,6.437508207,115,83,81
PEN_PW_RO_CC_3,15as-30,38.59032598,13.18284518,6.287848566,115,83,81
PEN_PW_RO_CC_3,15as-15,39.38553339,12.87066732,6.224186417,117,85,83
PEN_PW_RO_CC_3,15as15,39.02126216,14.22919366,7.589609513,118,83,80
PEN_PW_RO_CC_3,15as45,35.19276817,16.8644803,9.329595249,113,72,69
PEN_PW_RO_CC_3,15as80,33.50863431,16.99861653,9.094520519,109,68,65
PEN_PW_RO_CC_3,45as-15,60.16791185,7.379957118,3.213650069,161,140,140
PEN_PW_RO_CC_3,45as15,45.78147463,10.14843383,5.327600819,129,102,100
PEN_PW_RO_CC_3,45as25,42.18031423,11.4672386,6.286675087,122,93,90
PEN_PW_RO_CC_3,45as45,37.30595606,13.78302572,8.123754406,114,79,75
PEN_PW_RO_CC_3,45as75,36.62080977,16.1323875,10.42539577,116,76,70
PEN_PW_RO_CC_3,45as110,39.39396137,16.48154821,10.82148879,124,82,76
PEN_PW_RO_MC_2,15as-45,48.34573595,14.3377164,7.249133771,143,106,103
PEN_PW_RO_MC_2,15as-30,46.82443649,14.86246487,7.475357178,140,102,99
PEN_PW_RO_MC_2,15as-15,45.57831997,15.19244165,7.712280584,137,98,96
PEN_PW_RO_MC_2,15as15,45.86690438,15.88034431,8.363508224,139,99,95
PEN_PW_RO_MC_2,15as45,45.78115775,16.32523247,8.672932857,140,98,95
PEN_PW_RO_MC_2,15as80,47.07075051,15.55014173,8.069133909,142,102,99
PEN_PW_RO_MC_2,45as-15,58.0983031,11.52336248,5.599356415,163,132,130
PEN_PW_RO_MC_2,45as15,49.34348716,13.72760399,6.930832696,144,109,106
PEN_PW_RO_MC_2,45as25,47.6210185,14.42610932,7.352605909,141,104,101
PEN_PW_RO_MC_2,45as45,45.77374877,15.3213094,7.80290911,138,99,96
PEN_PW_RO_MC_2,45as75,46.28763845,16.09027877,8.393084066,140,100,96
PEN_PW_RO_MC_2,45as110,49.53848284,15.9407809,8.221114135,149,108,105
PEN_PW_YO_MC_2,15as-45,73.02964439,9.814097088,36.2625864,218,171,113
PEN_PW_YO_MC_2,15as-30,72.91290399,10.14500888,37.76755615,218,171,110
PEN_PW_YO_MC_2,15as-15,72.15703426,10.83286146,38.41238623,217,168,107
PEN_PW_YO_MC_2,15as15,73.51201994,10.52933687,39.3260488,221,172,108
PEN_PW_YO_MC_2,15as45,73.86694618,10.33782001,38.78594029,222,173,110
PEN_PW_YO_MC_2,15as80,74.66668353,9.549127348,37.07004102,222,176,116
PEN_PW_YO_MC_2,45as-15,77.87173422,8.470048222,31.71783454,228,185,134
PEN_PW_YO_MC_2,45as15,73.81642222,9.330060458,35.96265409,219,174,116
PEN_PW_YO_MC_2,45as25,73.2027589,9.732084123,36.68141041,218,172,113
PEN_PW_YO_MC_2,45as45,72.72798863,10.05583919,37.3711587,217,170,110
PEN_PW_YO_MC_2,45as75,73.97948509,9.313256093,36.38787859,220,174,115
PEN_PW_YO_MC_2,45as110,77.05898519,8.340804182,34.46277279,226,183,127
PEN_PW_YO_MC_1,15as-45,80.14277974,5.890655992,29.94669633,229,193,143
PEN_PW_YO_MC_1,15as-30,80.22498438,6.046000623,31.11354383,230,193,141
PEN_PW_YO_MC_1,15as-15,79.6951875,6.608675587,31.68965568,230,192,139
PEN_PW_YO_MC_1,15as15,80.41666089,6.256068724,32.37962929,232,194,139
PEN_PW_YO_MC_1,15as45,80.90800919,6.132505813,31.76463974,233,195,142
PEN_PW_YO_MC_1,15as80,81.83255188,5.591049319,30.31693843,234,198,147
PEN_PW_YO_MC_1,45as-15,85.47940525,5.077395281,26.38446397,241,209,164
PEN_PW_YO_MC_1,45as15,81.1899286,5.336298185,29.55608291,231,197,147
PEN_PW_YO_MC_1,45as25,80.64543437,5.636087689,30.03484123,230,195,144
PEN_PW_YO_MC_1,45as45,79.94183568,5.821040271,30.4450762,229,193,142
PEN_PW_YO_MC_1,45as75,80.38927246,5.222845489,29.39206234,228,194,145
PEN_PW_YO_MC_1,45as110,83.1112927,4.535386502,27.53519539,234,202,156
PEN_PW_YO_PB_1,15as-45,63.03391335,18.27988762,42.66042044,203,139,76
PEN_PW_YO_PB_1,15as-30,65.57693378,17.60514226,40.04216781,209,146,88
PEN_PW_YO_PB_1,15as-15,70.60513285,17.01081545,35.45181546,221,160,109
PEN_PW_YO_PB_1,15as15,68.10956338,16.57487239,36.72097097,214,153,100
PEN_PW_YO_PB_1,15as45,62.38094717,19.21084673,47.85025729,204,136,64
PEN_PW_YO_PB_1,15as80,60.18678307,19.57481824,49.69584768,198,130,55
PEN_PW_YO_PB_1,45as-15,88.70539119,10.55054845,19.41254011,255,215,186
PEN_PW_YO_PB_1,45as15,72.51074244,13.46291109,28.02618879,218,168,127
PEN_PW_YO_PB_1,45as25,68.31312838,15.64866271,34.61481062,212,155,105
PEN_PW_YO_PB_1,45as45,62.41958251,18.08606746,43.61262875,201,137,73
PEN_PW_YO_PB_1,45as75,60.63495686,17.94857007,45.81601113,196,133,64
PEN_PW_YO_PB_1,45as110,60.95013486,17.27040225,43.60363533,196,134,69
PEN_PW_YO_NG_2,15as-45,56.56186385,14.25795495,32.90859926,176,125,79
PEN_PW_YO_NG_2,15as-30,56.05218263,14.46559441,33.39561791,175,124,77
PEN_PW_YO_NG_2,15as-15,55.18911769,14.93383975,33.17925928,173,121,75
PEN_PW_YO_NG_2,15as15,55.17142528,14.71136391,34.51989102,173,121,72
PEN_PW_YO_NG_2,15as45,54.49425968,15.08378552,36.1331706,172,119,68
PEN_PW_YO_NG_2,15as80,54.37503112,15.08633221,36.61604427,172,119,67
PEN_PW_YO_NG_2,45as-15,68.54933594,10.93312494,24.97955945,202,159,123
PEN_PW_YO_NG_2,45as15,59.9417894,12.48686721,29.4353633,181,135,93
PEN_PW_YO_NG_2,45as25,57.75457033,13.14953389,30.89987084,177,129,85
PEN_PW_YO_NG_2,45as45,55.10488058,14.028567,33.1768567,171,122,75
PEN_PW_YO_NG_2,45as75,54.79692769,13.79323522,34.34626329,170,121,72
PEN_PW_YO_NG_2,45as110,56.28149334,13.43080778,34.54313427,174,125,75
PEN_PW_YO_PB_3,15as-45,56.44945433,15.62213461,32.84405108,177,124,79
PEN_PW_YO_PB_3,15as-30,57.74150405,15.63372302,32.4798917,181,127,82
PEN_PW_YO_PB_3,15as-15,58.8789688,15.93535327,31.46928701,184,130,87
PEN_PW_YO_PB_3,15as15,58.97299406,15.91959353,32.81881955,185,130,85
PEN_PW_YO_PB_3,15as45,55.92363221,17.31170168,38.13713712,180,121,68
PEN_PW_YO_PB_3,15as80,54.60004647,17.87363605,41.3367709,177,117,58
PEN_PW_YO_PB_3,45as-15,76.58286278,9.353928462,18.62967686,219,182,155
PEN_PW_YO_PB_3,45as15,64.34708616,12.19340902,25.16794448,192,147,112
PEN_PW_YO_PB_3,45as25,60.92363437,13.58897914,28.38985629,185,137,98
PEN_PW_YO_PB_3,45as45,56.31001546,15.37410682,33.25556795,177,124,78
PEN_PW_YO_PB_3,45as75,54.67512476,15.71080003,36.55097227,173,119,68
PEN_PW_YO_PB_3,45as110,55.6046024,15.43650383,37.09402299,176,122,69
PEN_PW_YO_CC_1,15as-45,64.16656669,14.62260783,39.68795677,200,144,85
PEN_PW_YO_CC_1,15as-30,64.63975529,14.56791727,40.33066344,202,146,85
PEN_PW_YO_CC_1,15as-15,64.22894873,14.94348018,39.90683099,201,144,84
PEN_PW_YO_CC_1,15as15,63.60748721,14.50428347,41.42906711,199,143,80
PEN_PW_YO_CC_1,15as45,62.40901982,15.1657371,44.38035558,197,139,71
PEN_PW_YO_CC_1,15as80,62.73296322,15.56116149,45.7941546,199,140,69
PEN_PW_YO_CC_1,45as-15,77.10993444,11.4223422,27.70576576,228,182,140
PEN_PW_YO_CC_1,45as15,68.36381853,13.02724826,35.72249426,209,157,102
PEN_PW_YO_CC_1,45as25,66.24863062,13.71575363,38.15984631,204,150,93
PEN_PW_YO_CC_1,45as45,63.04715086,14.55876895,41.70266068,197,141,78
PEN_PW_YO_CC_1,45as75,61.86645068,14.34104105,43.01342179,194,138,72
PEN_PW_YO_CC_1,45as110,63.38784222,14.16944383,42.65210586,198,143,77
PEN_PW_YO_CC_3,15as-45,57.72297062,14.95695047,32.85296059,180,128,82
PEN_PW_YO_CC_3,15as-30,58.28321236,14.97389118,32.68584234,182,129,83
PEN_PW_YO_CC_3,15as-15,58.32419344,15.21494297,31.70097157,182,129,85
PEN_PW_YO_CC_3,15as15,57.89661592,15.31117528,33.77820917,181,128,80
PEN_PW_YO_CC_3,15as45,55.45839799,16.44606211,37.94394162,177,121,67
PEN_PW_YO_CC_3,15as80,54.3114649,16.92197632,39.94540685,175,117,60
PEN_PW_YO_CC_3,45as-15,74.2238745,9.965597175,20.23186678,214,175,146
PEN_PW_YO_CC_3,45as15,62.80646214,12.57867738,27.19307292,189,143,104
PEN_PW_YO_CC_3,45as25,59.68742819,13.65539049,29.89073923,183,134,92
PEN_PW_YO_CC_3,45as45,55.50692439,15.25434184,34.56874528,175,122,73
PEN_PW_YO_CC_3,45as75,54.26116375,15.64131832,37.63443657,172,118,65
PEN_PW_YO_CC_3,45as110,55.51329893,15.68361534,38.35879187,176,121,66
PEN_PW_YO_CC_2,15as-45,58.64893094,14.23233644,33.26867314,182,131,83
PEN_PW_YO_CC_2,15as-30,58.41009294,14.39469106,33.65114556,181,130,82
PEN_PW_YO_CC_2,15as-15,57.74181775,14.75701002,33.07107197,180,128,81
PEN_PW_YO_CC_2,15as15,57.39284759,14.65120284,34.84615905,179,127,77
PEN_PW_YO_CC_2,15as45,56.13540769,15.24452062,37.13677286,177,123,70
PEN_PW_YO_CC_2,15as80,55.78211847,15.38448546,37.89160802,177,122,68
PEN_PW_YO_CC_2,45as-15,72.33899598,10.72090734,23.82780028,212,169,135
PEN_PW_YO_CC_2,45as15,62.32107369,12.61229059,29.49396642,188,141,99
PEN_PW_YO_CC_2,45as25,59.79247056,13.42202536,31.48997823,183,134,89
PEN_PW_YO_CC_2,45as45,56.55148363,14.58712975,34.72287757,177,125,75
PEN_PW_YO_CC_2,45as75,55.95304549,14.41332845,36.05022871,175,123,71
PEN_PW_YO_CC_2,45as110,57.56037336,14.03810909,35.74720737,179,128,76
PEN_PW_YO_NG_1,15as-45,66.80426802,11.20523861,40.7002599,203,153,89
PEN_PW_YO_NG_1,15as-30,67.37224479,10.85238765,40.68438376,204,155,90
